# ID RA Dec
092228 334.5360458 1.3097500
092229 333.7013083 1.5225694
092233 334.0700875 1.4676806
092234 334.4121875 1.5683472
092249 334.3295875 1.5079500
092253 334.5535833 1.5044417
092272 352.2089125 -1.4918889
092279 352.9497458 -1.5292167
092296 352.6947958 0.3359222
092299 352.1305000 0.5166028
092300 352.1380417 0.5082750
092304 352.2304167 0.5036611
092305 352.6311167 0.5215778
100004 129.5478458 43.8281583
100005 130.5093542 43.9320167
100009 351.1141375 -1.1170417
100014 353.2949333 -1.2352833
100015 131.1593125 43.7536806
100020 131.6803333 44.0034917
100034 130.3614917 44.9073139
100035 334.6032958 0.6659417
100038 129.4549167 45.1277444
100043 333.0244000 1.1709500
100049 130.4508167 43.2094361
100051 53.8341667 -28.7949694
100055 35.5672167 -4.5892111
100056 52.7617917 -28.3677000
100058 129.8583042 43.7600722
100063 54.1727125 -28.2011972
100066 334.8928125 -0.3386028
100068 52.2896417 -28.0297583
100069 51.8192292 -27.4712250
100074 129.6586958 45.0713972
100076 130.3239500 45.4630500
100083 333.8505375 -0.8669778
100090 131.8279750 43.4081139
100093 352.9823375 -0.8480861
100097 352.5811000 -0.4690778
100101 132.1409750 43.9852472
100102 130.0189667 44.0326000
100103 130.4364792 44.0413861
100116 54.0300708 -27.6675861
100117 131.7166292 44.5333556
100119 333.0171375 0.4102639
100121 351.0188417 -0.0874083
100127 129.6447333 44.8683917
100136 129.0721208 45.1472722
100142 353.0523417 0.4828694
100163 35.4423417 -5.1516000
100164 35.3704875 -5.0261167
100168 334.6563792 0.5282778
100170 35.7144042 -3.4051611
100181 131.2202042 42.9031167
100182 131.8572833 45.3156611
100202 52.4404083 -28.8243389
100205 54.1630250 -28.7822722
100206 52.5181750 -28.2566917
100210 54.1271250 -27.8447750
100211 52.7652375 -27.5722250
100213 53.0671500 -27.1943083
100230 35.9470208 -3.4549917
100234 129.7665625 42.9107889
100239 129.9318125 43.1205167
100244 131.7160792 43.3687250
100249 131.1782708 43.5200389
100267 128.8626333 45.1436500
100274 130.2136708 45.2699944
100276 132.1196417 45.2032861
100282 131.1142125 45.7463778
100283 131.4524333 45.7514972
100287 130.0292125 44.2793250
100289 128.6536042 44.4444639
100320 36.6260417 -3.9650111
100322 35.2726000 -3.8240500
100330 36.4459625 -5.2629250
100346 335.1052500 0.7201139
100355 333.1478667 0.9874833
100356 333.7080667 1.0554056
100358 352.4444458 0.5905056
100362 333.8874875 1.3367806
100363 351.7063708 -0.6199722
100378 53.7505083 -26.8503667
100382 130.5095750 42.8708028
100397 130.7928167 43.9931556
100405 53.6285500 -27.3205778
100412 54.1718208 -28.3670917
100413 132.0564250 43.8305639
100417 129.1720458 44.6976667
100418 130.5654583 44.6670000
100419 132.1270625 44.5572028
100421 53.3870583 -26.8090528
100423 52.3095917 -27.0565861
110004 351.9283583 -1.6577944
110006 36.6948125 -4.6553500
110008 334.0029208 -0.5656667
110009 334.9621333 -0.6009611
110010 335.0017000 -0.4995000
110013 334.6099458 -0.1627139
110014 334.6159750 -0.1627611
110015 351.6752083 -0.4371333
110016 351.3689625 -0.6151556
110018 333.4884000 -0.0232861
110020 333.1509125 0.2239056
110022 129.6840083 44.6544444
110023 352.4041708 0.0591472
110024 353.3821500 0.1400167
110025 333.5998875 0.5428944
110027 351.1949208 0.0067528
110029 334.1093125 0.7604833
110030 351.4459958 0.3963000
110031 351.9831250 0.3394139
110032 352.7776917 0.4841778
110033 34.9031333 -3.5292444
110034 334.4616708 1.0427222
110036 334.3792750 1.2554111
110037 333.3176167 1.1433583
110038 333.6330208 1.1939778
110039 351.6380917 0.6378861
110041 333.8672917 1.5496278
110055 351.5362333 -1.7608361
110058 36.7417458 -5.2683194
110092 334.1187542 -0.8169889
110113 333.6034583 -0.5216611
110163 129.1505292 44.6048778
110175 51.9079542 -26.9452028
110235 334.9649583 0.1414000
110403 148.6726333 1.6498500
110404 150.1197083 1.7798306
110405 52.9159417 -27.7950472
110412 150.9761250 1.2738667
110416 128.8972292 43.8030250
110419 149.3207375 1.6437167
110420 149.5364375 1.5750944
110422 149.5654917 1.7546417
110425 132.0114792 44.4492861
110426 130.0131292 44.8943333
110427 149.4597167 2.3738333
110428 149.0496333 2.4267639
110429 130.7217500 44.6261806
110430 132.2495500 44.8656833
110431 131.3562708 44.0602750
110438 53.3893625 -28.6798028
110451 130.4931958 43.9112111
110456 150.7673708 1.5606278
110460 53.8447583 -27.8402778
110464 131.7658917 44.2811667
110468 150.1896750 2.0233722
110471 150.7327833 2.1578972
110476 151.3277042 2.0830306
110478 53.5803042 -27.5689028
110484 129.1859667 44.5547361
110485 148.6762458 2.2826500
110489 148.9127917 2.3083389
110515 148.6613375 2.5597750
110529 150.8688375 2.6204917
110536 54.3325167 -26.9017472
110541 131.3523708 45.1498333
110542 131.8202583 45.2976222
110546 150.4237500 2.8846222
110567 52.7131458 -26.4599833
110577 52.2342333 -28.1432417
110595 36.6607500 -3.8515889
110647 54.1678250 -27.0657889
110666 52.0750000 -26.6816139
110710 35.0435083 -4.7158861
110711 35.4008625 -4.4341611
110712 34.7023750 -3.9671333
110716 128.9857917 43.4945111
110719 129.9230708 43.9644250
110721 130.2161958 44.1143028
110722 129.6302125 44.1438694
110725 130.2661583 44.4865750
110726 130.7563167 44.4958528
110727 129.9490958 44.6354167
110728 131.8920250 44.5370250
110732 130.2286417 45.0656806
110734 131.0689167 45.3442056
110737 131.4164625 45.5515889
120010 162.5882458 56.8417833
120020 149.6571917 1.3446750
120031 162.1156333 57.1525889
120036 129.0958583 43.7608889
120039 149.1086833 1.5351056
120044 148.7919458 1.7302472
120050 159.3504042 57.6721917
120060 150.2982042 1.5755333
120067 164.0876833 57.6654444
120085 150.4709458 2.0426472
120086 150.7890208 2.1433861
120093 150.5986958 2.1980833
120094 150.5261625 2.0877944
120103 149.9118750 2.2420250
120111 150.2239167 2.5219167
120113 160.2978583 58.2365583
120122 132.0216458 44.4893778
120143 163.6824375 58.6265639
120151 131.4246792 45.2561611
120160 150.5096458 2.9753056
120170 149.3617792 3.2336694
120172 149.2396000 3.2529056
120175 150.8177083 3.3983722
120189 131.5331542 43.3717500
120201 150.6093833 2.1366528
120215 149.1773417 0.9299139
120223 149.7616292 3.1273278
120225 150.8178167 3.4749472
120228 53.3717583 -28.7573722
120233 36.2211958 -4.1614472
120234 35.1000750 -4.1153222
120236 36.2263750 -3.9476083
120242 34.8140083 -3.6222056
120243 36.4336375 -3.1962111
120249 129.8787750 43.9869500
120253 129.5917208 44.2134750
120257 131.4622542 44.7946333
120277 163.0888042 57.3474139
120280 161.9673583 57.4785806
120288 163.8707417 57.8245056
120293 150.6170458 2.3141722
120304 151.0975167 2.6411778
120313 150.8779583 2.8680167
120333 162.3815208 56.7183111
120334 162.6763833 56.8736194
120336 149.0823417 1.4094667
120351 162.2338917 57.7418861
120362 164.2442583 58.0542361
120369 150.9952500 2.2624194
120400 149.6284417 2.8717806
120415 149.9143958 1.4828056
120419 149.1876875 0.9689694
120434 161.9586375 57.2894167
120441 161.4657542 57.5621667
120444 51.6820042 -27.9362361
120447 150.3622375 1.5755056
120455 53.1781208 -27.9407250
120458 149.5278958 1.9303861
120480 161.0833958 58.1777167
120497 132.1211458 44.7125833
120533 129.1030000 43.3613472
120542 162.0916833 57.3682583
120543 161.0434375 57.3770361
120551 130.2280042 44.0988944
120553 130.9546917 44.1342056
120554 130.7456958 44.1546444
120561 130.2912292 44.4353222
120564 131.3378917 44.6013472
120567 160.5757333 58.2366083
120568 160.6255250 58.2783028
120570 129.4419458 44.9525250
120575 130.7262625 45.0654917
120577 163.8183417 58.9922333
120581 160.2720375 59.2028417
120584 163.6430583 59.2892000
120585 35.7734750 -3.6103472
120586 52.1469667 -27.3409667
120591 128.7495792 43.7132444
120593 129.9398292 43.7153667
120594 149.7890042 1.6694667
120599 149.8623333 1.8849917
120613 131.6610958 43.1928056
120616 151.0166583 1.0870833
120634 149.6445167 1.2587056
120635 150.5971875 1.3300556
120637 149.1750792 1.5116528
120638 150.2646542 1.5156222
120640 150.9471333 1.4343444
120646 160.7963167 57.3393556
120648 160.0554083 57.2818194
120649 161.8611083 57.3830944
120650 37.0257917 -4.9993639
120655 130.4330917 43.9162806
120657 149.6269250 1.5970861
120662 132.1594625 43.9100806
120663 131.4904792 43.9060917
120665 148.9539625 1.9999500
120674 37.2944750 -4.3387972
120675 37.0776750 -4.2682806
120676 53.2384583 -27.8292389
120677 53.9881500 -27.9265472
120683 149.7292667 1.9524306
120684 149.5343208 2.0908333
120688 164.0802792 58.0039861
120694 35.4983208 -4.1494972
120696 35.4078542 -4.0428917
120698 128.8525625 44.4345000
120700 129.1802458 44.4040306
120701 128.8534500 44.6095306
120703 130.1830958 44.5193472
120705 150.5554167 2.3524528
120706 149.6798875 2.4331889
120713 160.9426708 58.2595972
120715 37.1176417 -4.1787944
120717 132.7307625 44.3858556
120719 128.9110292 44.9014194
120722 148.6201542 2.5759750
120726 34.6304833 -3.3760194
120728 130.9022333 44.7719611
120731 150.2492417 2.6192083
120741 131.0395500 45.1336972
120744 131.0328667 45.2175444
120750 162.8882083 58.8717278
120751 160.7927375 59.0228306
120754 35.1325833 -3.2208639
120755 36.4615625 -3.0396167
120758 131.4091292 45.3290667
120762 161.4641792 59.1684444
130001 35.7288292 -2.7710861
130011 35.5764833 -5.0874667
130015 36.4552000 -4.9363750
130021 150.2025542 1.2378611
130030 37.1142875 -5.0222833
130037 37.3009292 -4.7325806
130041 150.2735958 1.6164389
130051 35.3530833 -4.5735306
130054 35.7587250 -4.5220111
130056 36.2569583 -4.3006917
130094 149.1979708 2.4177528
130096 37.1805875 -4.1288861
130108 36.6043292 -3.6752194
130109 150.0955375 2.6354972
130111 151.0555417 2.5943889
130119 53.4074208 -26.8300583
130127 149.0048208 3.1334778
130134 35.2753417 -3.1916417
130141 149.9889708 3.2768111
130143 149.7590125 3.3699333
130145 149.9564917 3.4789139
130150 162.5165792 56.6921750
130173 128.9985125 43.6290250
130181 130.1916750 43.8003056
130182 129.5149125 43.7088917
130183 129.6369250 43.7091472
130187 130.4687250 43.8550833
130191 160.0448958 57.4476417
130195 129.0380458 44.0268222
130197 129.0146958 44.2963667
130199 159.5804500 57.7727583
130204 129.4077458 44.0868194
130223 130.1187917 44.3715250
130228 161.3269417 58.1383139
130239 129.6306042 44.9255083
130283 162.1117000 59.4954389
130292 214.4356292 52.3618694
130303 211.6281583 52.7067750
130308 213.2377917 52.7436639
130309 211.9430417 52.6463250
130314 215.6045583 52.5380500
130315 211.1167625 52.8955917
130324 211.2081167 53.0355778
130327 211.3297833 53.1234028
130347 215.1090875 53.7227222
130350 212.1734000 54.0008444
130352 212.4559083 53.9933000
130361 211.3801792 53.4675278
130364 212.9649208 53.4971389
130367 212.6376458 53.6750444
130369 211.2474708 53.6448333
130371 212.3379667 53.6687528
130373 214.5845500 53.6442083
130376 214.3164917 53.7907639
130385 212.1899125 54.1817861
130391 212.9226875 54.2215444
130392 214.0751000 54.2093222
130393 214.8461625 54.2085639
130394 212.6463333 54.3262194
130397 214.4771125 54.2673111
130414 34.7819667 -4.7258472
130416 36.9177958 -4.6337833
130420 35.0860958 -3.8371361
130431 36.5858958 -4.2759833
130434 35.2627458 -3.2197194
130436 36.3711958 -3.0210333
130440 53.9655458 -28.8372972
130445 51.8661917 -28.2616861
130446 52.9251833 -28.1826750
130451 54.5016750 -28.0114444
130453 51.6428083 -27.5165667
130455 52.3107833 -27.3013417
130456 52.9346750 -27.4044972
130466 54.1121167 -27.2835278
130467 54.5680792 -27.1506556
130478 35.4759083 -3.8245306
130480 34.7354333 -3.5868639
130485 35.5304958 -3.3012583
130490 131.3294583 43.2268194
130493 129.7506708 43.5117583
130495 130.8805917 43.6330167
130496 131.4374708 43.5125222
130502 131.1477583 43.7021583
130503 131.0459250 43.8046472
130505 131.8924333 43.7793000
130508 132.3250833 43.9017444
130514 130.2316750 44.7917417
130527 148.7281583 1.6059556
130538 151.0653208 1.8783861
130541 151.2997417 2.1384917
130545 149.1476333 2.4065028
130560 148.7996875 3.0478583
130577 149.5128208 3.3364750
130581 150.4283375 3.4656917
130593 128.6003083 44.4127806
130594 129.1264750 44.4336944
130595 128.8229625 44.5886194
130601 132.2012708 44.7064472
130609 131.6183958 44.9470417
130610 131.8852958 44.9172361
130621 130.5328083 45.2579056
130630 162.8407167 56.6511139
130650 161.6835708 57.7141167
130651 162.1788667 57.4434528
130652 161.9825750 57.5710417
130659 160.3943917 57.7582889
130667 161.8046458 57.9245417
130684 160.0040208 58.6240028
130687 164.2344500 58.3666222
130697 162.6849458 58.6912722
130713 160.8248000 59.4070222
130720 185.0030750 45.6633833
130721 185.2616875 45.6896972
130724 184.0630083 45.9176861
130725 185.0604708 45.8253972
130727 185.6643583 45.8354028
130728 185.9680625 45.9068972
130732 184.8097167 45.8143750
130733 185.4239958 45.8231583
130734 185.3011458 45.8251944
130736 185.6577125 45.9613472
130737 184.9798583 46.0939250
130746 183.7286167 46.3898472
130752 184.8577208 46.3418306
130753 185.3493458 46.2959389
130755 183.7315917 46.5759056
130756 183.7818583 46.4951472
130758 184.7840625 46.4598806
130759 184.7908000 46.5212222
130768 184.7623875 46.6592306
130779 184.6700333 46.9333667
130785 184.3334333 46.8916806
130788 186.3106833 46.8656361
130790 186.4224208 46.8996417
130792 184.1124167 47.0245333
130793 184.7122625 46.9894222
130798 183.0609917 47.2442417
130803 183.8211125 47.2470722
130812 185.6371625 47.3301417
130816 185.4254833 47.3833361
130819 184.2171042 47.5180444
130821 184.6022167 47.4859083
130826 183.8620292 47.5694694
130839 186.2767083 47.5536500
130842 186.1893375 47.6510417
130846 185.2605250 47.6309778
130848 183.4511708 48.0142556
130851 183.5688417 47.8243583
130852 184.1430083 47.7929917
130854 185.5091250 47.7881750
130862 184.0017333 47.9204111
130873 183.5416083 48.0351083
130877 186.0334375 47.9494028
130880 186.5031833 47.9580056
130884 185.6017333 48.1204333
130893 186.3848250 48.1534639
130909 241.7688417 54.0589167
130913 242.2734167 54.1221417
130914 243.4028250 54.1781111
130916 242.7524292 54.1403333
130924 243.7878125 54.3102833
130929 244.8173958 54.4550722
130932 241.2890583 54.7265222
130942 240.3594083 55.2404972
130943 242.7053250 55.2514778
130945 245.3343708 55.0054889
130949 243.8302583 55.5245639
130954 244.0465333 55.8362111
130956 241.5569125 55.8216444
130997 186.7479708 47.6661361
131014 184.0588083 46.3461083
131015 184.2358375 46.3156361
131020 184.3238375 46.6827722
131021 211.5255167 52.9315944
131026 132.7111458 44.2606222
131029 212.8311000 53.2373111
131031 212.4230792 53.3497000
131033 185.0092750 47.1513972
131047 149.8811208 3.0181944
131064 52.9256083 -27.9576889
131074 53.3282250 -27.8136972
131084 131.4370958 43.0560917
131085 129.5864792 43.3227611
131086 161.4374750 57.2207722
131087 162.1334417 57.1581000
131089 129.4953708 43.8061889
131091 132.3494667 43.7600861
131094 149.2973833 2.5445417
140020 149.0765750 2.6603417
140026 149.6777292 2.6724111
140051 150.7541833 2.9919333
140085 149.4433250 0.8251639
140089 149.6322542 1.1224306
140092 163.1479000 56.7786778
140094 160.5436500 57.0422889
140103 130.2989667 43.3809583
140104 129.5140833 43.4613333
140105 130.1166625 43.4326611
140107 130.8364417 43.3665250
140112 149.4655375 1.4580944
140120 161.7352583 57.3657750
140121 186.3493333 46.1867056
140122 184.2651083 46.3116167
140123 185.7095958 46.4064722
140124 185.7139000 46.2905806
140126 185.9291458 46.3190639
140131 130.0790042 43.7033806
140133 129.4666833 43.9493861
140149 150.1074417 1.6002806
140150 150.8216542 1.8198639
140152 162.3926833 57.6157306
140153 185.6662708 46.5590361
140159 132.5290292 44.1096056
140161 130.8302875 44.0422833
140164 151.3915042 2.0222611
140167 150.3271708 1.9286528
140168 150.6274083 1.9906139
140171 149.5052375 2.0366417
140173 160.0565875 57.9962028
140175 162.8201125 57.9596222
140177 164.6025208 57.9158500
140180 164.2091500 58.0396639
140181 183.7379125 46.8450444
140182 186.3150417 46.8651306
140189 214.9577625 53.3470917
140190 214.9787708 53.2637694
140193 130.2230958 44.3563083
140194 148.8002583 2.2017444
140197 150.6009167 2.3517139
140198 149.2145250 2.4615861
140199 149.5982375 2.4944361
140205 163.5341083 58.2024750
140206 162.5901125 58.3653861
140210 213.7674417 53.4548000
140213 211.2492583 53.6466194
140214 213.5575667 53.7019306
140215 129.9296292 44.6594944
140219 148.8920500 2.7307750
140220 149.5849083 2.8232833
140221 160.9208292 58.4428500
140222 164.4986750 58.3571972
140224 160.1641292 58.6946889
140225 161.5346042 58.6962528
140226 161.8123417 58.6115667
140229 186.6847708 47.3913556
140234 212.1945833 53.8236639
140240 131.1488917 44.8735194
140243 150.4967500 2.7300611
140258 213.5389458 54.0539722
140266 150.0554250 3.0137556
140268 149.2502292 2.9140306
140269 149.9446292 2.9983389
140276 186.1172125 47.9328639
140277 184.3630083 47.8240444
140284 215.2482833 54.3317611
140285 129.8746125 45.4482694
140286 131.1410000 45.4019111
140290 130.4650000 45.3537250
140293 130.4646083 45.5351194
140297 162.7668125 59.1037889
140299 160.3088208 59.1414833
140301 163.5674792 59.2102278
140304 130.6385125 45.7281806
140305 130.8785125 45.6951806
140307 186.3249083 46.8752028
140311 163.5385875 56.8194667
140312 183.9236375 45.9090889
140318 161.4253958 57.1928583
140319 163.1058375 57.1845417
140320 159.6704042 57.3739778
140325 161.6362375 57.5686750
140328 184.7846250 46.6944694
140346 214.5817542 53.3394778
140352 185.8778125 47.2719083
140354 212.0688042 53.4873722
140357 214.6242833 53.7254972
140361 186.5292792 47.5244278
140364 212.1242000 54.3600500
140367 150.4998042 3.5286861
140368 186.3299708 48.3384083
140371 162.4167750 57.1961528
140372 131.4384958 43.0374333
140373 130.6727208 43.2739139
140375 130.4450042 43.5403222
140382 130.9592750 43.6554472
140384 150.6499250 1.6575583
140387 129.2299875 44.2727250
140389 130.2977208 44.1132083
140390 149.4552375 2.0305139
140396 162.2707000 58.2011611
140402 130.2565875 44.8660194
140405 183.8492125 47.5226111
140408 184.7766333 47.6351250
140414 129.4627833 45.1741139
140415 131.9784792 45.2305778
140418 214.8071000 54.1541750
140419 130.9999667 45.3833944
140420 131.2597208 45.5098972
150002 185.8181042 45.8014806
150005 150.6711542 1.2372250
150007 183.4322583 46.2901083
150009 129.8917167 43.7501639
150010 129.1105750 43.6955861
150012 129.5271583 43.8480250
150015 211.1291875 52.9697083
150019 151.0955208 1.5469472
150020 149.1740292 1.8939583
150022 160.9996500 57.8523333
150027 131.3989167 43.6811472
150040 132.2688750 44.5798139
150041 129.8883083 44.8732306
150044 150.3581708 2.8476222
150045 159.7510958 58.7787472
150053 163.5116833 58.9323861
150058 163.2682417 59.1989278
150059 161.2023292 59.1137361
150063 150.4179583 3.5769278
150073 129.8138000 44.0739833
150077 132.5940958 43.9941194
150115 185.7435333 45.8020778
150125 163.8611292 57.0723889
150132 185.8086500 46.7072250
150141 185.1951667 47.2756611
150145 187.0884083 47.2885556
150150 185.9415250 47.7127389
150170 160.9202792 58.4101444
150181 161.9456583 59.0878806
150185 185.8339333 46.2366278
150186 186.3279042 46.1234528
150195 185.2086208 48.1249667
150196 185.7832417 48.2614750
150198 186.4441833 46.4982028
150204 185.1911917 46.8787167
150206 186.4151458 47.2577750
150210 149.5669167 2.5159917
150212 183.7335125 47.6380611
150217 162.8776917 56.8605222
150218 184.4131250 45.9217389
150220 212.4129333 52.1774139
150221 213.0104042 52.3249083
150222 131.5122000 43.4040833
150223 129.0952083 43.6360861
150226 162.5630583 57.3708639
150234 212.7707292 52.6054472
150235 213.2744917 52.6752917
150236 214.3691625 52.6457000
150243 183.9977167 46.6449583
150244 131.0809833 43.7350944
150249 160.9194208 58.0439389
150252 185.7304125 47.0010389
150254 183.2110667 47.1457611
150258 211.2979792 53.6367194
150259 211.7808625 53.6700000
150262 164.3814875 58.3011444
150266 213.6566083 53.7786778
150267 215.0775500 53.9913056
150270 185.0088792 48.5170361
150272 162.5222292 58.1295333
150273 183.7034625 47.3193417
150274 160.2264458 58.4274528
150276 184.4893875 47.6829333
150285 211.9778125 54.2029000
150287 212.1808000 54.3109139
150294 186.4047875 46.7989028
150295 163.5307917 58.1430167
150296 183.8276208 47.4999889
150300 162.7546542 59.2029861
150302 149.7141250 0.6388889
150310 242.5539000 53.5615306
150314 162.3670083 56.6505972
150323 244.7031958 54.2294306
150336 242.0398375 54.3587472
150337 130.3264125 43.0469944
150347 149.6977708 1.1330611
150348 149.8028458 1.1965222
150352 185.3477833 46.0601611
150360 242.4285208 53.6999222
150364 243.3734875 53.9312583
150365 242.5149458 53.8174972
150371 150.2001208 1.3042750
150379 241.0416708 53.9732639
150381 243.1907417 54.0713778
150382 242.4765375 54.2516611
150387 244.4522583 54.2047111
150388 130.2907667 43.7823750
150390 130.4707875 43.8282611
150403 242.6153708 54.3693917
150404 241.5933000 54.5204333
150412 243.0028500 54.6921278
150416 243.2289083 54.7388333
150419 240.5109042 55.0289500
150421 241.2515333 55.0194944
150423 242.3929042 55.0336389
150430 244.1814875 55.1709833
150433 241.9201792 55.4233250
150437 244.6568875 55.3992222
150438 243.3839417 55.4527583
150442 243.2313833 55.5213000
150443 244.3963500 55.4677556
150446 243.7546292 55.8230139
150455 243.6903083 56.1599694
150456 130.7116917 43.4200944
150457 161.3532500 57.2178917
150469 186.3569500 46.3481000
150471 148.9064542 1.7394083
150475 149.1700833 1.7363667
150483 184.1146042 46.6927472
150484 184.1277958 46.6408583
150492 212.7126708 52.9240722
150495 131.7225958 43.9651444
150500 186.4225083 46.6810444
150507 162.2040417 57.7933306
150509 241.2345292 54.8781417
150512 243.8761167 54.8588861
150513 244.3420500 54.8287667
150515 241.1573667 55.2689250
150520 150.6938917 1.5495167
150522 151.3698167 1.8561361
150524 162.1563875 57.4239028
150526 132.5391292 44.0739778
150527 151.0151125 2.0174500
150528 151.2574083 1.9242167
150530 151.1440083 2.1694833
150533 161.7759250 57.9789861
150534 187.0190042 46.8709500
150537 185.6788542 47.0714417
150540 186.9551958 47.0954472
150564 213.8191917 53.5576278
150569 214.3252583 53.5987889
150570 213.4325542 53.6916333
150573 214.7338417 53.7317444
150576 214.8217375 53.7520000
150582 161.8179167 59.0238528
150585 150.8929667 1.1808639
150590 213.6974417 52.3837861
150592 130.0912292 44.8673417
150596 149.4152292 2.8358444
150600 149.9182042 2.7271194
150602 159.4033083 58.5545500
150604 161.1125833 58.5903694
150607 211.9466583 53.8810917
150622 129.7968458 45.2672194
150623 130.8165083 45.1546139
150632 213.8154792 54.3847556
150634 214.8055708 54.3676944
150635 215.2542417 54.2403000
150646 163.1778667 59.2839111
150650 185.6981958 48.2393167
150652 186.1455625 48.1701222
150656 162.6128833 59.4878472
150657 129.5898708 44.1556000
150665 184.0546208 46.8204917
150677 150.1200667 1.6927056
150680 185.2376500 46.5202028
150682 185.4710417 46.5126528
150686 213.1796208 52.8315639
150692 150.2055833 2.8796333
150693 149.5817375 3.0712333
150696 242.0892625 55.6306500
150704 183.6976000 48.1353222
150707 128.5976667 44.6242500
150709 162.5557708 57.0708611
150713 184.7152083 46.1082694
150735 150.7567625 2.6050306
150740 186.1190958 47.6163944
150741 214.1973125 54.0380778
150993 242.5635458 53.3792333
150999 184.7893917 45.8694639
151001 213.6672833 52.1201528
151005 212.3148417 52.3838194
151033 185.9259833 46.6056556
151034 185.1375375 46.6661472
151040 184.0398292 46.9005389
151050 212.8082542 53.1866528
151054 215.2551458 53.1251667
151067 212.1868208 53.4251750
151069 213.1600708 53.5623694
151075 211.2687875 53.6551194
151078 184.7466500 47.5623694
151079 183.0533333 47.7120167
151095 186.7311000 47.5299556
151121 213.4068500 54.2816694
151124 185.1810375 48.2001861
151194 214.2906000 53.6460806
151217 161.6410375 57.8032083
151230 159.0307625 58.1899306
151251 162.0614042 58.2640667
151256 184.8288375 47.1855222
151340 240.9319708 53.8799806
151343 244.0717375 53.6513722
151375 245.0056167 54.8165694
151377 241.2019875 55.0332806
151380 242.6212583 55.0006083
151382 244.2363208 55.1407556
151383 241.9220875 55.1716611
151387 242.0509083 55.3772917
151393 241.3303167 55.5209861
151395 240.3870292 55.6940722
151419 240.3501708 54.8895222
151422 162.9202833 57.8828333
151425 243.9653375 54.4432111
151492 186.4471625 46.8330528
151558 161.2102583 58.8123556
151584 214.7141208 54.3062472
151620 215.4879667 52.4924778
151633 150.5303167 1.6318222
151746 161.4993000 57.5800139
151759 160.4728792 57.1667556
151764 183.6483625 46.6821500
151769 162.6378208 57.9859972
151771 162.3300458 58.0246222
151783 184.7678875 47.6777278
151794 161.7914000 57.4328500
151801 149.6404167 1.2903056
151810 149.3457958 2.5197139
160016 185.7847375 45.8787861
160017 184.2742792 46.0311972
160018 184.9033083 46.0195472
160020 161.0686542 57.4739639
160021 186.9038583 46.6857972
160023 160.6751958 58.3773639
160025 184.1376458 45.8699028
160028 243.3468625 53.9713194
160032 160.7371958 58.2472222
160033 185.7223333 47.2442194
160039 184.9750375 48.1402750
160040 185.9347792 48.3110250
160042 212.7977750 51.9868417
160045 183.7093375 46.0369889
160046 242.1269542 53.6853250
160047 161.4434417 57.3547250
160051 186.4173625 46.1882306
160054 186.3543000 46.4260889
160056 212.5621042 52.6753667
160059 184.6977292 46.5822611
160060 184.9534083 46.7290000
160061 184.9546583 46.7491944
160063 215.5392042 52.6051722
160066 186.5881500 46.5959250
160068 185.4009875 46.7358167
160069 241.5501542 54.9093500
160070 243.1924167 54.8737250
160071 162.8442292 58.2103667
160072 161.5762333 58.3519167
160079 184.7453375 47.7578972
160080 186.8316542 47.2744444
160082 183.9669875 47.7678944
160083 184.9403042 47.7359917
160089 162.7997292 59.0459889
160090 183.6234542 47.8538111
160091 184.5598208 47.9445417
160098 184.9178958 48.0098194
160099 214.6671125 54.1830528
160103 183.9073750 48.1801722
160106 243.9516500 56.2947361
160116 162.3941125 56.9784389
160126 163.2835333 57.2012611
160132 185.7641458 46.2110972
160134 186.0884708 46.3581389
160146 212.7170500 52.7631528
160154 213.3836667 52.7736250
160155 211.0710125 53.1407861
160156 213.4333417 52.8981639
160160 215.2569583 52.9727972
160167 185.3426042 47.3095722
160168 212.6990042 53.4227361
160169 212.4422750 53.5326278
160172 212.7673792 53.6775694
160173 213.8640750 53.5932028
160175 212.9836417 53.7374389
160181 161.3400333 58.7369500
160182 186.5196500 47.1283667
160183 183.6535792 47.5770694
160195 242.6679417 53.6573111
160197 241.6174250 53.8718056
160198 242.9047958 53.9702667
160200 242.6075625 54.1495750
160202 164.3695250 57.8953722
160206 212.0385375 53.2300194
160209 213.2922000 53.2100778
160212 184.7590500 48.0686611
160213 212.0163833 54.3275639
160214 213.8220333 54.2989278
160221 240.6119417 54.8199056
160222 184.2548542 47.0301278
160223 184.7223875 47.0290389
160225 242.3371375 54.7537528
160227 243.8636292 54.6484083
160231 244.0833417 54.9611139
160233 244.1235625 55.2321611
160253 160.6755167 58.7702111
160255 161.3716833 58.9257722
160258 186.2791042 47.9199056
160261 241.1154875 55.6127444
160262 244.6632917 55.7060389
160264 243.9886708 55.7968028
160266 161.1661417 59.4033444
160272 243.3712708 56.1550889
160278 160.9172292 56.7025417
160279 212.2848500 52.0039444
160280 184.3150542 46.0976806
160282 161.1881750 57.1373861
160285 184.8602417 46.4139083
160287 212.8752958 52.4832306
160290 241.1606208 54.4966222
160298 241.1960667 54.8141583
160300 186.4165750 47.3752278
160301 212.9635500 53.4960861
160303 211.8384750 53.8516306
160308 183.3178625 47.8348750
160310 215.2295083 53.8381694
160315 185.1678250 48.3342917
160317 185.1187625 48.5353056
170018 185.3765417 46.1180667
170023 212.2912750 52.5733944
170024 184.5650792 45.8527667
170028 211.9851083 52.4894694
170031 183.7232375 46.5898417
